Job_Title,Location,Job_Highlight,JRJD,Company_Name
"Senior Manager, Data Management",Hung Hom,"['Experience in data governance, data management', 'Define data structure, build data hubs', 'Knowledge and understanding of development service']","['Job Description:This position will be responsible to manage the Data Enablement team to support different business lines of Sun Life Hong Kong. This position will lead the development and design of data enablement projects that advance our enterprise goals of realizing data-driven impact through delivering intelligent solutions across our technology counterpart.ResponsibilitiesLead the development and design of data enablement projects/ initiatives that advance our enterprise goals of realizing data-driven impact through delivering intelligent solutionsMap and communicate current state of data landscape, catalog existing data sources, current business intelligent and operational data reports, analytical and visualization toolsIdentify common data enablement terms and establish global data dictionary, facilitate future state elicitation of business intelligence needs, data availability, and deliver the data enablement solution to meet business needReview existing policies and identify data requirements and expectations. Provide guidance to partners on conceiving efficient approaches to developing business insight, use of visualization tools, and creation of desired dashboards.Work with cross-functional team to align technical solutions. Use modeling techniques (business processes, data, events), to discover and clarify the functional and data requirementsWork with the business counterparts to accurately capture all partner requests and translate them into system specifications which typically include functional, non-functional, user interface, reports and external interface specifications.Responsible for solution engineering and estimations to support the creation of business casesManage the relationship and service levels for the offshore development centers (Philippines and India) and external vendorsActive team management to nurture continuous learning culture and keep improving the team on modern skills and knowledge in alignment with the market trendKey Skills & Competencies\xa0Proven leadership skills, including the ability to bring forward opinions/ideas and to inspire othersSolid knowledge and understanding of development services, methodologies and practicesManage IT outsourcing/offshore team experienceStrong analytical, problem-solving and decision-making skills; demonstrated practical judgment and resourcefulnessAbility to think creatively and make complex ideas or situations clear, simple and understandableKnowledgeable about organizations and its culture and understands the reasoning behind key policies, practices and proceduresCustomer and results focused. Has “Data-driven” mindsetInnovative thinking - looks for new, sometimes unconventional approaches to getting things doneAbility to assess risks and achieve a valued resultAdaptable, resilient, adjusts quickly, maintains effectiveness throughout periods of change, exhibiting tolerance for ambiguity and the ability to lead the team through changeStrong communication, presentation, interpersonal, facilitation, influencing, negotiation and organizational skillsDemonstrated ability to execute quickly, effectively, and consistentlyWorks effectively and efficiently in a virtual, multi-site environmentMaintains effective communication with management and team membersWorks with remote development center to manage the resources and technical delivery the resource management team to bring new ideas, solutionsEducation and experienceDegree in Information Technology or equivalent;12 years relevant experience in data privacy, data governance, data management, and data quality concepts and tools.5+ years of experience within data engineering, data science, or related IT function2+ years of experience using tools such as Collibra, Talend, Informatica, Alation, Datum3+ years of experience in SQL development and/or NoSQL databases2+ years of experience with cloud-based data offerings (ex. Microsoft Azure, Snowflake, AWS, Redshift, Google GCP)Experience with ETL/ELT Tools (ex. Data Factory, Matillion, Data Build Tool)5+ years of experience working/leading Agile Development MethodologiesWe offer 5-day work, attractive salary, MPF, group life and group medical insurance and excellent career development opportunities to the right candidate.We are an equal opportunity employer and welcome applications from all qualified candidates. Application forms and resume will be kept for a period of\xa024 months after completion of the recruitment process. (All information will be held in strict confidence and only used for recruitment purpose.)']",Sun Life Hong Kong Ltd
Quant Research Internship - Global CTA Research,Admiralty,"['Salary: negotiable', ""Minimum education: Bachelor's Degree"", 'Skill: Computer Science']","['【Responsibilities】Assist PM / senior research analysts to develop the global CTA strategy.Research and analyze ideas for enhancing existing and developing new global CTA factors.\xa0Perform analysis of large global futures data sets comprising market data, orders, and executions.\xa0Translate algorithms to proper codes and conduct backtest.\xa0Manage research processes, including mathematical, statistical, or machine learning methods.【Requirements】\xa0Degree in Computer Science / Engineering / Finance, or other relevant fields.\xa0Previous internship or relevant experience in quant strategy investment or research institutions is a must.\xa0Strong analytical and quantitative skills.\xa0Able to conduct independent research utilizing large multi-source data sets.\xa0Proficiency with C++ and/ or Python.', '【Requirements】\xa0']",上海千象資產管理有限公司
Data Analyst (Supply Chain),Hung Hom,"['Analyze KPI for supply chain', 'Develop dashboard and report', 'Provide insight and improvement plan']","[""Come and join a Winning Team\xa0We are Awesome !Why Should You Join Us?\xa0At ASW, we believe in our people, in teamwork and the importance of your personal growth.\xa0If you are looking for the opportunity to join our award-winning international family\xa0with over 16,000 stores across 28 markets in Asia and Europe, the ASW family welcomes you…\xa0\xa0#BePartofMORE\xa0You can enjoy :\xa0\xa0\xa0Conveniently located in Whampoa, less than 5 min. walk from MTRCozy office with contemporary designComprehensive Medical and Life insurance coverage, including your spouse and childrenRole Purpose:This role is on Regional level, working with team members, group/regional function departments and Business Units, to provide support on Supply Chain related eCommerce Projects to deliver valuable business improvements. Candidate needs to show ability of KPI monitoring, system development knowledge, technology innovation, data visualization, design on best practices and provide project insights.A typical day in this Role:\xa0Monitoring and maintaining data models, tools, templates, reports and dashboardsAnalyzing delivery performance in business units and providing solutions / action plans to improveDeveloping dashboard to visual supply chain performance and customer feedbacks to drive project insightsActing as a research lead person to collect and share industry, competitors or customers’ insights to management for strategic planningAssisting in Regional eCommerce projects, including supply chain and operation relatedSupporting ad-hoc projects and tasks as requested\xa0This job is a good fit for You if:\xa0\xa0You are an INNOVATOR. You will not be constrained by the past, instead viewing challenges as opportunities to change direction and explore what's ‘new and different’.You are a DETAILER. You deliberate fully before making decisions and will need to see all the facts before reaching a conclusion. You follow up rigorously.You are a PROBLEM SOLVER. You make decisions based on evidence-based opinions.Success will depend on:\xa0\xa0University degree in Supply Chain, Logistics,Statistics or other relateddisciplinesA minimum 3 years of relevant working experiencein supply chainand data analysisExperience in monitoring Supply Chain related KPIsand providing initiatives for business improvementsKnowledge on Tableauor other businessintelligence (BI) tools is a plusDetail minded person who is demanding for delivering good qualityGood communication skills and able to work independentlyGood command of both spoken and written English and Chinese, including MandarinWhat is holding you back?\xa0Don’t miss out on this great chance to shape Your life!\xa0\xa0Apply now!\xa0Interested parties, please send your resume with current and expected salary package to our Company’s email.\xa0\xa0We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant/ similar posts within the A.S. Watson Group."", 'Come and join a Winning Team', 'Come and join a Winning Team']",A.S. Watson Retail (HK) Limited
"Graduate Trainee Programme / Intern Programme (Business, Finance and Marketing)",Central & Western Area,"['Welcome Fresh Grad. apply Trainee/Intern Programme', 'Provide Business,Finance& Marketing Onjob Training', 'Change Careers also welcome apply this position']","['Job Offer for ""GRADUATE TRAINEE"" or “INTERN”can provide:Provide comprehensive On-job training for Personal development and growth opportunities in the future.Continuous Learning Sponsorship, Medical Benefits.Including Work on job training.Performance bonus.5 day work week (Monday to Friday)17-20 ALWorking place is close to the MTR Station, and company can provide comfortable and stylish work environment in your work.Intern working hours can\xa0negotiable.If necessary, as the case can help to deal with Working visa (ONLY for IANG visa, not including other any working visa.)If you are interesting with Trainee position with BUSINESS, FINANCE and MARKETING:The Role and Responsibilities:On-the-job training to established related asset management expertise.Preparing investment portfolio and global market analysis.Preliminary knowledge regarding the trend and situation of Hong Kong investment businessTo develop investment strategies to achieve client’s short-term and long-term financial objectives.On going manage client’s portfolios according to client’s financial goals.Preparing different scheme of investment proposal and portfolio review report.Identify client objectives and offer appropriate financial consultancy.Requirements:Bachelor degree holder or above in all disciplinesInnovative and a good team playerFluency in Cantonese, English and Mandarin (For first year IANG Students can focus on\xa0English and Mandarin)This position not provide Online interview.Good communication and interpersonal skillsArticulate and detail oriented, ability to multitask in a fast paced environment.\xa0We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognizes your achievements.Interested individuals please send your detailed resume and expected salary by clicking\xa0""Apply Now"". Only candidates who are authorized to work in Hong Kong will be considered.All personal data provided will only be used for recruitment purpose only. Information of candidates not selected will be destroyed in 3 months.', 'Job Offer for ""GRADUATE TRAINEE"" or “INTERN”can provide:', 'Job Offer for ""GRADUATE TRAINEE"" or “INTERN”can provide:']",Job-Box Personnel
"Senior Manager, IT Data Governance",Wan Chai,"['IT Data Governance', 'Data warehouse / BI', 'Develop data dictionary, data lineage']","['Responsibilities:Develop and govern an enterprise-wide data governance, data quality and data management roadmap, including necessary IT solutions and/or external services;Working with the business stakeholders to solve data quality/availability issues and work with the data engineers and analyst;Identify and uplift data owners to ensure roles and responsibilities are clearly defined throughout the data lifecycle;Develop of data dictionary, data lineage and business glossary on critical data elements;Create and maintain DG policies, playbook(s), processes, procedures for guiding various data management processes, including adoption of data security and privacy, data quality control and data dissemination activities;Align data management practices with regulatory requirements;Participate in any ad-hoc projects as assigned.\u200bRequirements:Bachelor’s degree or above in Information System, Computer Science or related disciplines;Minimum 8 years of relevant experience in Data related field. Experience in Data Governance, establishing and enforcing data operating models and standardized operating procedures, preferably with financial data management background will be an advantage;Knowledge of industry leading data quality and data protection management practices;Knowledgeable in tools used to identify and manage structured and unstructured data;Experience in Microsoft Azure Data analytics solutions is an advantage;Excellent analytical and problem-solving abilities;Passionate about data quality and data governance;Curious, meticulous, self-motivated and strong continuous improvement mind-set;Excellent verbal and written communication skills;Working knowledge in managing projects, vendors and suppliers;Proficient in both spoken and written English and Chinese.We offer competitive remuneration including career prospects to the right candidate. Interested parties please submit your application viaOur Talent PlatformEmail by clicking “Apply Now”The employee for above position will be employed under AGBA¹ Group Limited.(All applications will be treated in strict confidence and used for recruitment purpose by AGBA Group Limited and its affiliates only. All applicants are kept on file 6 months from the date of the application.)1.\xa0AGBA is a one-of-a-kind wealth and health platform, helping people enjoy wealth and health with the ease they deserve.AGBA Group (“AGBA” or “The Group”) is a Nasdaq-listed company (NASDAQ: AGBA), the Group’s activities span a business-to-business (B2B) platform, healthcare and wellness services, fintech businesses, as well as financial advisory services.', 'Responsibilities:', 'Develop and govern an enterprise-wide data governance, data quality and data management roadmap, including necessary IT solutions and/or external services;']",AGBA Group Limited
Senior IT Analyst (Database Administrator),Airport Area,"['3+ years’ database administration experience', 'Free Shuttle and Transport Subsidy', 'Guarantee 13th month pay & discretionary bonus']","['DutiesPerform database administration and support tasks\xa0Conduct database performance monitoring and tuning\xa0Automate routine checking and monitoring tasks and transfer operational knowledge to data centre operators\xa0Prepare and review change implementation rundown\xa0\xa0Provide 7 x 24 production on-call rotation support and resolve database problemsWork with vendors to resolve database incidents and problems\xa0QualificationsDegree or above in Computer Science, or industry related discipline\xa0At least 3 year(s) solid experience on database administration and support (Oracle 12c/19c RAC and Microsoft SQL Server)\xa0\xa0Experience with SQL, PL/SQL, database and shell script/programming\xa0Proficient in spoken and written English and Chinese\xa0Good analytical, problems solving skills and ability to work under pressure\xa0Self-motivated; taking ownership of projects and issues, including follow through to closure and resolution\xa0Candidates with less experience may be considered as IT Analyst\u202f\xa0Package including Chinese New Year bonus, discretionary bonus, transport subsidy, overtime allowance, annual safety bonus, quarterly special attendance bonus, employer topped-up MPF contributions, medical benefits (including family members), voluntary dental coverage (including family members), life insurance, birthday leave, extra annual leave, statutory and public holiday, marriage leave, newborn baby gift, sports centre and free shuttle busInterested parties please apply with full resume detailing experience, qualifications and expected salary by post, by e-mail or click ""Apply Now"".\xa0By post: Human Resources, 6/F, North Office Block, SuperTerminal 1, Hong Kong International Airport, HK\xa0Please quote the above reference in your application. To know more about our company, please visit our website https://careers.hactl.com/.\xa0Applicants not invited for interview within four weeks should consider their applications unsuccessful. Applicants’ personal data collected will only be used for the sole purpose of recruitment. The data of unsuccessful applicants will be destroyed within six months.', 'Duties', 'Perform database administration and support tasks\xa0']",Hong Kong Air Cargo Terminals Ltd
Business Analyst,Shatin Area,"['Work with vendors on solution design', 'Project schedule monitoring', ""Degree with 3 years' of experience""]","['Responsibilities:Responsible for user requirement collection, UAT, system training and supportWork closely with vendor on solution design and documentationAdhere to functional specifications, quality deliverables and monitor project scheduleJob requirements:Bachelor Degree in Computer Science, Information Technology or related disciplinesMinimum 3 years\' of relevant working experienceExperience in SQL server / progress SQL in a plus; previous experience in catering industry is an advantageStrong analytical skills and problem solving skillsGood command of written and spoken English and ChineseInterested parties please send full resume with\xa0PRESENT & EXPECTED SALARY\xa0to Human Resources Department by clicking ""APPLY NOW""\xa0We are an EQUAL OPPORTUNITIES EMPLOYER.All information received will be kept in strict confidence and be used for employment-related purpose only.', 'Responsibilities:', 'Responsible for user requirement collection, UAT, system training and support']",Café de Coral Group Limited
Database Administrator,Wan Chai,"['5+ years’ database administration experience', 'Troubleshoot database issues', 'Technical Support to end-users']","[""Responsibilities:Database design and implementation and daily operations and maintenance of databases;Ensuring data security and integrity;Troubleshoot database issues and monitor & optimize database performance;Plan and execute database upgrades. Create backup and recovery plans;Collaborate with other IT staff to integrate databases with other systems;Stay up-to-date with emerging technologies and trends in database management;Providing technical support to end-usersParticipate in any ad-hoc projects as assigned.\u200bRequirements:Bachelor’s degree or above in Information System, Computer Science or related disciplines;Minimum of 5 years' experience as a database administrator;Proficiency in data manipulation languages, including MS SQL. Mongo DB will be advantage;Analytical mindset and good problem-solving skills;Highly organized and responsible. Capable of working under pressure;Up to date with trends and developments in database administration;Preferably with financial data management background will be an advantage;Experience in Microsoft Azure Data analytics solutions is an advantage;Self-motivated, and strong continuous improvement mind-set;Excellent communication and negotiation skills;Proficient in both spoken and written English and Chinese.We offer competitive remuneration including career prospects to the right candidate. Interested parties please submit your application viaOur Talent PlatformEmail by clicking “Apply Now”The employee for above position will be employed under AGBA¹ Group Limited.(All applications will be treated in strict confidence and used for recruitment purpose by AGBA Group Limited and its affiliates only. All applicants are kept on file 6 months from the date of the application.)1.\xa0AGBA is a one-of-a-kind wealth and health platform, helping people enjoy wealth and health with the ease they deserve.AGBA Group (“AGBA” or “The Group”) is a Nasdaq-listed company (NASDAQ: AGBA), the Group’s activities span a business-to-business (B2B) platform, healthcare and wellness services, fintech businesses, as well as financial advisory services."", 'Responsibilities:', 'Database design and implementation and daily operations and maintenance of databases;']",AGBA Group Limited
Data Center Operator,Quarry Bay,"['Five days work', 'Windows server and Unix systems', 'F.7/DSE or computer-related certificate/diploma']","['Job DescriptionIT Channel is a local Solutions Integrator company founded in 2003 providing and delivering sophisticate technology solutions to multinational corporations and local enterprises. To cope with our expanding business, we are looking for high calibre professionals joining customer’s project.If you believe yourself a confident professional willing to take challenges, send us your resume.Key Responsibilities:Responsible for supporting computer operations of various server platformOperate and monitor the computers, hardwares, networks and data centre facilitiesPerform system backup and monitor daily printouts to ensure a timely delivery in accordance with the guidelineMaintain application operational documentationMaintain inventory of server room computer equipmentAdherence to physical access control policyWork closely with other technical specialists across IT functions and vendors\xa0Requirements:F.7/DSE\xa0or computer-related certificate/diploma is preferredExperience in\xa0working in a Data Centre for\xa0operations of computer systems and\xa0networks preferredProven capabilities in following operations procedures and guidelinesBasic knowledge of Windows server and Unix systemsAble to work independently and under pressureGood communication skills and customer-oriented\\Interested parties, please click “Apply Now” to submit your application', 'Job Description', 'Job Description']",IT Channel (Asia) Limited
Business Analyst (Platform Project Team),Kwai Hing,"['Proactive with analytical & problem-solving skill', 'Familiar with online shopping platforms', 'Experience with Amazon Marketplace']","[""As a Business Analyst in Platform Project team, you will assist on planning and coordinating e-commerce projects for global platforms, such as Amazon Marketplaces in US and Europe, with consideration on business goal & overall digital user experience. Ensure delivered projects are meeting user acceptance in a timely manner.What You'll Do:\xa0Proactively communicate with stakeholders to analyze the e-commerce business model and objectivesPlan and roll out a list of Korean Beauty brand projectsAssist with the account and brand registrySetup the brand store and product pagesManage trademark and authorizationAssist on report violationWhat You Have:\xa0Degree holder with major in E-Commerce, Marketing, Digital Media or related fieldsExcellent coordination and communication skillsFamiliar with online shopping platformsFluent in both English and CantoneseRelevant working experience with Amazon Marketplace and account features is a plusWhat You'll Enjoy:5 Days WorkDynamic, International Cultural & Friendly Working EnvironmentPerformance Bonus\xa0\xa0Medical / Dental InsuranceStaff Purchase Discount ProgramTraining ProgramsTeam Member's Wellness Program, such as Stretching Class, Thai BoxingAnnual Leave, Full Pay Sick Leave, Birthday Leave, Examination LeaveManagerial Stock Options"", 'As a Business Analyst in Platform Project team, you will assist on planning and coordinating e-commerce projects for global platforms, such as Amazon Marketplaces in US and Europe, with consideration on business goal & overall digital user experience. Ensure delivered projects are meeting user acceptance in a timely manner.', ""What You'll Do:\xa0""]",YesStyle.com Limited
Intern - Human Resources,Tsing Yi,"['HR Projects, Recruitment Activities', 'University students major in HRM, BBA, Psychology', 'Friendly & supportive work environment']","['3HK - Summer Intern (Human Resources) will have a great opportunity to earn extensive career exposure through various HR projects, on-the-job training and employee activities.Duration: June - August 2023RequirementsUniversity students major in Human Resources Management, Business Administration, Psychology or equivalentsExcellent communication & interpersonal skills, attention to detailsA self-motivated team player with positive learning attitudeWell-versed in MS Office\xa0Scope of ExposureGet involved in recruitment activities\xa0Support daily HR operations & HR projects\xa0Maintain accurate employee data and HR recordsApart from competitive remuneration packages, we provide attractive employee benefits such as free company shuttle, free company SIM card and exciting opportunity for career development within the Group.\xa0\xa0Interested students, please submit your full Resume by clicking ""APPLY NOW"".We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be treated in the strictest confidence and handled confidentially by authorised personnel for recruitment-related purposes only within the CK Hutchison Group of companies. The personal data of unsuccessful applicants will be destroyed after the recruitment exercise pursuant to the requirements of the Personal Data (Privacy) Ordinance in Hong Kong.', '3HK - Summer Intern (Human Resources) will have a great opportunity to earn extensive career exposure through various HR projects, on-the-job training and employee activities.', 'Duration: June - August 2023']",Hutchison Telecommunications (Hong Kong) Limited
